Duration (in seconds),Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_text,Q3.1,Q3.1 text,Q3.2,Q3.2 text,Q3.3,Q3.3 text,Q3.4,Q3.4 text,Q3.5,Q3.5 text,Q3.6,Q3.6 text,Q3.7,Q3.7 text,Q3.8,Q3.8 text,Q3.9,Q3.9 text,Q3.10,Q3.10 text,Q3.text,Q4,Q5,Q5_text,Q6,Q6_9_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8a_1,Q8a_2,Q8a_3,Q8a_4,Q8a_5,Q8a_6,Q8a_7,Q8a_8,Q8a_9,Q8a_10,Q8a_11,Q8b_1,Q8b_2,Q8b_3,Q8b_4,Q8b_5,Q8b_6,Q8b_7,Q8b_8,Q8b_9,Q8b_10,Q8b_11,Q9a_1,Q9a_2,Q9a_3,Q9a_4,Q9a_5,Q9a_6,Q9a_7,Q9a_8,Q9a_9,Q9a_10,Q9b_1,Q9b_2,Q9b_3,Q9b_4,Q9b_5,Q9b_6,Q9b_7,Q9b_8,Q9b_9,Q9b_10,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q16,Q17,Q17_3_TEXT,Q18,Q19,Q20,Q20_9_TEXT,Q22
1439,2,4,4,3,4,,48,,3,,3,,3,,3,,3,,5,,5,,5,,5,,,5,4,experiences required. Pilot project.,2,,2,2,1,2,2,2,2,2,2,3,2,3,3,3,4,4,3,2,2,1,2,2,2,2,2,3,2,2,3,3,4,4,3,3,3,3,3,4,2,2,2,3,2,3,2,2,2,2,4,,3,3,3,3,4,4,4,5,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,5,4,4,5,5,4,5,5,4,4,5,4,,1,,44,2,7,,
2261,2,6,6,6,6,"I feel as though I could intuitively agree or disagree with certain statements, but the fact that they were specific to ""1.5 degrees by 2050"" led me to rather not answer as I am not confident on the finer details. ",50,,4,,4,,1,,3,,2,,5,,3,"I believe that changing the natural ecosystem of a landscape is not ideal but can be resorted to if absolutely neccessary. Rather reforest areas where largescale deforestation has taken place, there are enough of them to start with.",3,Surely the burning thereof creates CO2 as well?,4,,,2,4,"I would support the process of creating a solid carbon project anywhere where the suitable rock formations exist currently. However, I do not understand the potential risks involved, whether they are known and whether they have been appropriately tested practically. I would imagine that the leaching of CO2 into ocean environments from these projects would have dire consequences for ocean acidification and marine life. That would be my major concern and I would need to be confident that the risk of that happening, either from platforms, or back out of rock formations, is null.",2,,1,1,1,2,4,4,6,3,6,4,3,4,4,6,4,6,4,5,5,4,5,2,4,4,2,4,3,3,3,5,3,4,3,5,2,3,6,2,4,5,4,2,5,5,3,4,2,3,4,"I feel the same way as before as I think solid carbon provides a potential solution. I am not yet confident enough about the risks to give full support, but would suggest further research to assess the viability of solid carbon as a potential solution",2,2,3,3,3,3,4,4,3,3,3,6,6,6,6,6,3,4,2,2,5,4,5,4,4,1,1,5,4,4,5,2,1,2,5,,1,,11,6,7,,
1134,2,5,5,4,4,,48,,4,,4,,2,,3,,3,,4,,5,,3,,4,,,1,4,"We need to try different methods to slow down the climate change and this a method, so we can try it",1,,1,3,4,4,2,2,6,6,6,5,2,3,5,2,3,3,4,6,6,6,4,6,6,4,2,3,2,3,3,4,3,4,4,6,6,4,3,4,4,4,4,2,4,6,6,4,4,4,4,,3,3,5,5,4,5,5,5,5,2,5,6,6,6,6,6,6,4,5,6,2,1,6,1,2,2,1,4,4,4,5,4,1,2,4,,2,,25,3,7,,
640,2,2,5,1,5,,50,,3,,4,,5,,4,,2,,5,,4,,4,,4,,,5,4,"reaction into rock is an advantage. overall though, this approach seems to combine lots of high risk, high cost pieces all into one.  Should implement in already industrialized regions of coast to avoid despoiling the coatlines",2,,1,3,2,4,2,2,4,6,6,4,3,4,4,4,4,5,3,3,6,6,1,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2,3,2,3,3,3,4,4,4,3,4,4,3,2,4,1,2,4,4,2,4,3,4,4,4,2,1,5,5,5,5,5,1,3,5,,1,,26,2,7,,
2939,2,4,5,2,6,"Holding at 1.5°C is possible within some climate models (e.g. RCP 2.6) predicated on changing behaviour, but not in others (e.g. Rcp 4.5).",47,"As a climate solution, it's very unlikely that the mass of C in engineered materials would make much of a difference. Their longevity is open to debate and there are issues with energy use and impacts of manufacturing process and degradation of materials.",4,Some concern about the speed of the process and the knock-on effects of super-saturation and high pressure leading to abrupt release.,5,,5,Back of the envelope calculation: Canada's territorial waters have a dissolved inorganic carbon content higher than its forest biomass but the turnover time of the DIC is hundreds to thousands of years. Increasing alkalinity could be rapid and long-lasting. Disclosure: I work on this.,4,"The energy required to crush rock is massive and if this comes from fossil fuel sources, it is wildly unlikely that the sequestration would make a significant net difference.",1,Ocean Iron Fertilization is illegal under the London Convention and has repeatedly been demonstrated to be ineffective for CO2 sequestration: increased productivity is rapidly grazed and remineralized.,2,"I'm an estuarine ecologist and place a very high value on protection and restoration of near-shore habitats. That is very distinct from any value that Blue Carbon has in long-term sequestration, which is negligible unless the material is isolated from atmospheric exchange, for instance by sinking in the deep ocean. That's negates the benefit of habitat restoration.",3,"Terrestrial carbon sequestration is one path among many. It's not a long-term solution and Canada's forests are currently CO2 sources as burning exceeds biomass sequestration. Increased forestation assumes that growing conditions (especially precipitation) will sustain growth for meaningful periods. There are other ecological benefits, provided the plantings aren't monocultures; I'm ignoring these in answering.",5,"What data I've seen on carbon accumulation and increased microbial diversity look very promising. As with the Blue Carbon approach, the habitat restoration is a parallel benefit but the area of soils that can be amended is higher than the area of near-shore habitat with suitable light and nutrient regime for seagrass and kelp beds.",4,"Again, turnover time is key. It may not be long in farmed soils.",,5,3,"I don't see an economic model in which this works; there is no co-product that has value. I'm also somewhat skeptical of the sequestration potential of porous rock under pressure, and of the impact of more offshore infrastructure.",2,,1,2,2,2,3,3,3,2,4,4,1,3,2,4,2,4,4,2,2,3,3,1,2,3,3,4,2,4,2,3,2,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,,1,2,2,4,3,4,3,4,4,3,3,4,3,3,3,3,1,3,4,2,3,2,4,4,4,4,2,4,4,4,4,3,2,3,4,,1,,43,2,7,,
3111,2,4,5,5,6,,48,,3,,3,,1,,1,,1,particular control site is good idea. adding anything to ocean? is not practical ,5,,5,,3,"I really feel the questions are not scientific to the experts, this kind of questions, you can ask to public.",5,,"growing trees, developing sustainable eco-friendly approaches and having rationale brainstorming sessions with experts and take a serious project might be helpful by 2050. Thanks for asking my opinion. Best wishes. I would be happy to take part or help in the upcoming project. Furthermore, I am looking for a faculty position. I would be happy to join your university if a suitable position opens up in near future.",5,3,"The idea is great, I am really impressed. But, the consequence of CO2 storage in the ocean base has not been explained. that is my concern.",2,,3,1,1,1,5,5,3,3,3,5,5,3,3,6,6,6,6,6,6,6,3,3,3,3,6,6,6,6,3,3,2,6,3,6,6,3,5,6,3,2,6,6,6,2,6,2,5,6,4,"I couldn't strongly support it now, because I need more data to see and also I need evidence of this project hypothesis.",3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,5,3,3,6,4,5,3,3,4,1,1,5,5,5,5,5,1,1,2,,1,,26,6,7,,No
91005,2,4,5,3,4,,48,,3,,2,,4,,4,,4,,4,,3,,3,,4,,,5,4,An important aspect to manage carbon levels as part of green technology though there are some unknowns.,1,,1,1,1,4,3,3,4,4,2,4,4,4,5,4,5,4,2,4,3,1,2,3,2,3,3,3,3,2,4,5,4,4,4,4,4,4,4,4,5,4,4,3,4,5,5,5,4,4,4,,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,2,4,4,3,4,4,4,5,5,2,2,4,5,4,5,4,2,4,4,,1,,40,2,7,,the questions are so interesting and definitely will be helpful to bring out innovative climate solutions.
1100,2,2,5,4,4,,50,,5,,5,,2,,4,,1,,5,,1,little long-term success rate plus modifying natural ecosystems,4,,5,,,2,5,Many solutions are needed to drastically reduce the carbon and solid carbon could be one of many solutions,1,,1,2,2,1,1,1,6,3,6,4,2,3,2,3,4,6,4,6,6,6,2,1,6,6,2,4,6,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,"Again, it can only be one solution of many others, more important to start with many solutions at the same time and constantly evaluate which ones work, we have simply no time to wait ! ",3,3,3,4,3,4,4,5,4,4,4,4,2,3,4,4,2,4,1,6,2,4,5,4,5,1,1,5,4,5,5,5,3,4,1,,1,,35,3,7,,
692697,2,4,6,3,3,,48,,6,,6,,3,,6,,3,,5,,4,,6,,4,,,2,4,It sounds like a possible solution to manage the storage of CO2,2,,1,2,1,3,3,3,3,3,6,4,3,4,4,6,4,4,4,3,3,3,4,4,3,4,1,2,2,3,4,4,3,3,4,3,3,3,3,3,4,5,2,3,5,5,2,2,4,4,4,,3,4,4,4,4,4,4,5,4,4,3,4,4,3,4,4,4,5,5,3,4,5,4,4,3,3,1,4,4,3,4,4,2,3,4,,2,,19,1,7,,
1577,2,5,5,5,5,,49,,3,,3,,1,,3,,1,,5,,5,,4,,5,,,1,4,I think it can help solving the problem of excessive carbon in the atmosphere,1,,1,3,3,3,3,2,6,6,6,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,3,5,6,4,4,4,4,5,4,4,6,4,6,4,4,4,6,4,4,4,4,4,4,4,4,,1,3,2,1,1,1,5,5,4,4,3,2,5,1,2,1,4,5,4,4,5,2,5,2,5,1,1,5,5,5,5,5,1,5,5,,1,,44,3,7,,
2238,2,4,4,5,4,"no,comment",46,,2,,1,,1,,3,,5,,1,,3,,5,,3,, i have not any comment yet,2,6,"oppose, may increase carbonate, may increase Ca ions",2,,1,2,4,4,4,5,2,1,2,3,4,1,2,5,5,5,5,2,1,2,3,5,5,5,1,1,3,5,4,1,3,1,4,3,1,4,4,2,4,4,5,5,4,5,4,5,5,4,4,,4,4,5,2,3,4,4,4,5,5,4,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,6,4,,2,,26,2,7,,i have not
3822,2,2,6,6,6,,49,,5,,4,,3,,3,,1,,5,,5,,4,,5,,,5,5,I think it is a good alternative that presents a solution and results in a very short period of time,1,,2,2,2,3,4,3,4,4,6,4,4,4,4,3,5,6,4,4,4,6,4,6,4,4,6,3,6,3,4,4,6,4,4,4,6,4,4,6,3,6,6,3,3,3,6,3,3,6,4,,2,4,5,4,4,4,5,5,4,3,4,6,3,6,4,6,4,4,4,2,4,2,5,6,4,4,1,5,4,4,4,4,5,4,4,,2,,20,2,7,,
1063,2,6,6,6,6,,49,,1,,1,,3,,2,,1,,5,,2,,1,,4,,,1,6,I would need more information before modifying in such extent,2,,1,4,4,4,6,6,6,6,4,4,6,6,6,6,4,6,4,4,4,3,4,4,3,5,6,4,6,4,6,6,6,4,6,4,6,6,6,6,4,4,2,4,4,4,2,4,2,2,3,,2,2,2,3,3,3,2,5,2,4,4,6,3,6,6,6,2,4,4,2,3,3,4,4,4,2,3,4,4,4,4,4,2,2,4,,2,,26,3,7,,
2406,2,3,4,4,4,Technology should be advanced to stabilize warming at 1.5 deg.,48,Technology and funds should be made available to move to this option.,2,Feasibility has to be checked. It cannot be done in all countries.,2,"As the process is still in preliminary stage, its feasibility should be checked before moving over to full fledged process.",3,"Stil it has to be proved, it is yet on paper only",4,This process can be considered and it is worthy,4,Good option to remove CO2,5,This process is absolutely necessary and can be done with the help of local government/other agencies,5,More trees should be planted,4,This is an useful process and can be considered,5,It should be strictly followed in all countries,Funds should be directed properly from local/central governments to all these process.,5,4,This is a good initiative which should be a long term investment.,1,,4,4,4,4,3,3,4,3,3,2,2,2,3,4,2,2,2,3,3,3,2,3,3,2,4,4,4,4,3,4,4,4,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,5,5,It should be implemented along with present monitoring programs,5,5,4,5,5,5,5,5,5,3,5,2,3,4,3,4,2,5,5,3,5,4,5,5,5,2,5,5,5,3,5,5,2,5,5,I support these type of activities.,1,,33,4,7,,Always my support is there for these type of activities which will benefit future generations
1298,2,4,4,3,4,,50,,3,,5,,1,,2,,2,,5,,5,,5,,4,,"since the technique will be applied at enormous level, finacial feasibility should be looked after.",2,4,support it as it captures CO2 from atmosphere,2,,4,4,5,2,3,4,6,6,6,4,1,3,1,3,4,5,5,6,6,1,1,1,1,1,2,6,2,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,2,3,4,5,4,2,5,6,5,6,5,5,6,6,6,5,,1,,26,4,7,,
1624,2,3,5,3,5,,50,,5,,5,,3,,6,,3,,5,,5,,6,,5,,,2,5,"It is necessär to capture as much co2 as possible, ",6,,1,1,1,2,3,1,1,1,1,3,2,2,2,1,4,1,4,1,1,1,4,2,2,3,1,3,1,3,3,3,3,3,3,4,3,4,2,3,2,2,3,2,2,3,2,3,2,2,4,,1,2,1,4,4,4,5,5,4,3,3,4,2,6,4,4,2,3,4,3,4,2,5,4,2,2,1,5,4,3,5,5,1,2,5,,1,,54,1,7,,
2025,2,4,4,3,4,,48,,6,,3,,2,,6,,2,,5,,5,,4,,4,,,6,6,I don't have enough knowlegment about this area.,2,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,3,3,3,2,4,2,1,5,5,4,4,4,4,3,4,,2,,39,6,7,,
3081,2,2,4,6,6,,49,,4,,4,,2,,4,,4,,5,,4,,6,,4,,,2,4,If this is a viable mean to sequester CO2 I would support it since reducing atmospheric CO2 is becoming critical. ,6,,1,1,1,3,3,3,4,4,6,4,6,4,6,4,3,6,3,2,2,6,4,6,4,6,3,2,6,2,4,4,6,4,4,4,4,4,6,3,4,4,6,4,4,4,3,3,6,3,4,,2,2,3,4,4,4,4,4,5,4,4,4,2,6,4,4,2,4,2,2,2,2,4,4,2,3,1,4,4,4,4,4,2,2,4,,1,,20,2,7,,
1399,2,5,5,4,4,,48,,2,,3,,1,,2,,1,,5,,5,,1,As much as biomass is being burnt CO2 will be released into the atmosphere causing more negative harm the the already devasted environment. Burning biomass add more to the problem,5,,,5,4,I hope it will be able to mitigate the climate change problems without creating any problems along-side with it.,2,,4,4,4,4,4,4,2,2,3,3,3,3,3,3,3,5,4,4,4,4,3,4,3,4,4,4,5,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,4,3,3,4,,3,3,4,4,3,4,3,4,4,3,3,3,4,3,3,3,,,,,,,,,,2,1,4,4,5,5,5,1,4,4,,1,,22,2,6,,
1482,2,3,3,2,4,,50,,5,,5,,4,,4,,4,,5,,5,,5,,5,,,5,4,The climate benefits exceed the ecological cost to a certain degree.,1,,1,1,1,1,1,1,2,2,4,5,5,5,6,3,3,3,3,3,3,4,5,5,5,6,3,3,4,6,4,4,6,4,5,5,4,4,2,2,4,4,4,4,4,4,4,4,6,4,5,,1,1,1,2,1,2,1,1,1,1,3,2,3,1,2,1,6,2,5,1,5,1,1,2,5,2,5,5,3,5,5,5,5,3,5,,1,,28,6,7,,
1828,2,2,4,3,2,,49,,5,,5,,1,,3,,1,,4,,2,,2,,2,,We strongly need to consider some form of population control ,2,5,I think it sounds like a very acceptable technology ,1,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,3,5,4,2,2,2,2,5,3,2,2,2,4,2,1,2,2,4,5,2,3,4,5,2,4,4,1,5,5,5,5,5,2,5,5,,1,,63,2,5,,I hope the project is successful 
2219,2,2,2,3,3,,46,,1,,1,,1,,1,,1,,4,,5,,2,,5,,,1,1,The project base on hypothesis and our focus on CO2 is not fully covered.,5,,1,1,1,1,1,1,3,3,4,4,4,4,4,5,3,5,4,2,2,4,4,4,3,4,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,2,2,1,,2,2,2,3,3,2,2,2,2,3,3,3,3,2,4,4,3,2,3,3,3,2,1,3,3,3,2,4,3,3,5,5,2,3,4,,4,,45,3,7,,
1682,2,4,5,2,4,,49,,1,,3,,3,,1,,3,,4,,4,,3,,3,,A multitude of approaches needs to be considered for 1.5 C goal. Most of the strategies identified here needs enormous amount of land/area to absorb CO2 from atmosphere. Ranking of these strategies based on their performance using appropriate KPIs will be useful to develop a plan which will vary across the globe. ,5,4,Using renewable energy to capture CO2 is a novel approach.,2,,1,1,1,4,4,4,4,4,4,4,2,4,4,2,4,4,4,3,3,2,1,1,3,2,1,4,1,1,5,5,4,4,4,4,4,4,4,4,2,2,1,3,4,5,4,5,5,5,4,,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,2,4,2,4,2,5,2,2,5,4,1,5,5,2,5,5,,1,,44,3,7,,None
1314,2,4,4,2,5,,50,,3,,2,,1,,4,,2,,5,,5,,4,,5,,,1,3,No comment.,2,,3,3,4,6,3,6,2,3,2,4,4,3,4,4,4,5,5,2,2,3,3,4,4,5,5,4,5,4,4,4,3,4,5,4,5,5,3,4,3,4,4,3,5,5,5,4,3,4,3,,4,3,5,4,4,5,5,4,4,2,4,3,4,4,4,2,1,5,5,4,4,2,5,3,5,6,1,5,5,3,4,2,2,2,5,,1,,40,6,7,,No added comment.
479103,2,4,4,3,4,,49,,3,,5,,2,It's not easy to cover all the portions of the ocean. ,4,,4,Again it's hard to cover through the ocean this dumping nutrients process. ,4,,5,,2,,4,,,5,4,"I may not oppose this because its better than nothing.
Also, we needed many of this plant to capture more Co2 from atmosphere,which is not eady to carryout due to time consuming, financial Coast, and weather. ",2,,4,5,4,5,5,3,4,4,5,5,4,5,5,4,5,5,3,4,4,4,5,3,4,5,5,5,2,3,4,4,3,4,4,3,3,3,2,2,4,3,2,4,3,5,4,4,2,4,5,,4,4,4,4,4,5,4,5,5,4,3,4,3,3,4,4,1,3,3,4,3,1,5,5,4,2,5,5,5,4,5,5,4,4,4,,1,,14,1,7,,It's perfect dea the solid carbon reserve. However further investigations are needed before fully started the operation. 
2566,2,4,3,2,4,,50,,5,,5,,1,,3,,3,,5,,5,,1,,4,,"As my point of view, plantation of mangroves, seaweed, halophytes and seagrass might be a worthy methodology to capture the Co2 from atmosphere. In parallel, we restore our coastal habitats and act as a nursery ground for many marine species. ",5,5,It occupy only a minimum space compare to others,2,,4,5,5,4,4,5,2,2,6,2,2,4,4,2,5,4,6,1,2,1,2,2,2,2,1,2,2,1,4,4,4,5,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,5,,4,5,5,4,4,4,4,4,5,6,5,4,2,3,4,5,4,4,4,4,4,4,4,4,4,2,1,4,5,2,4,1,1,5,4,,1,,19,6,7,,
2864,2,3,4,4,4,,49,,4,,4,,2,,3,,2,,4,,4,,3,,3,,,1,5,we need experimental results.,1,,3,3,2,4,3,2,4,5,3,3,3,4,3,2,3,2,2,3,3,2,4,4,6,4,2,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,3,2,4,5,4,4,6,6,4,,4,4,4,3,3,3,3,5,3,3,6,3,2,2,3,4,4,4,4,3,4,2,4,3,4,2,1,4,4,3,5,5,2,4,4,,2,,34,6,7,,
435299,2,4,4,3,4,,49,,3,,3,,2,,4,,3,,5,,5,,4,,4,,,2,3,"I am sorry but I will require additional data to take a decision in relation to this subject, such as the area where this project is going to be developed or in relation to the required energy or resources to manage this intallation.",2,,2,3,2,3,3,3,2,3,3,2,3,2,2,2,1,2,1,2,2,2,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,,3,3,4,3,3,3,3,4,4,3,4,3,2,3,4,4,2,3,2,3,5,3,5,3,5,1,1,4,3,3,4,2,1,3,1,,1,,32,3,7,,
874,2,2,3,2,2,,47,,3,,3,,1,,2,,1,,5,,5,,1,,4,,,5,1,"  
Xxx
",5,,4,5,5,5,5,5,6,6,6,4,2,4,5,5,4,5,5,6,6,6,4,2,4,5,5,3,4,5,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,3,3,3,4,5,4,3,4,6,6,2,6,6,3,4,4,2,2,4,4,5,4,2,1,5,4,4,4,4,2,4,4,,4,,35,2,7,,
661,2,5,5,2,6,,48,,3,,3,,2,,6,,3,,4,,4,,2,,4,,,2,3,don't really know all the impacts,2,,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,2,2,2,3,4,3,3,5,5,3,3,2,3,2,2,2,2,3,2,3,3,2,3,4,2,3,2,4,4,4,4,4,2,2,4,,1,,36,3,7,,Sometine question to specific
1577,2,4,4,5,5,,49,,3,,4,,1,,4,,1,,5,,5,,2,,5,,,1,4,It sounds fine and can reduce the amount of CO2,2,,3,2,2,5,4,3,2,2,4,5,4,3,4,3,4,4,3,3,3,2,4,3,3,3,2,2,3,3,4,3,4,4,4,4,4,3,4,4,3,3,2,2,3,4,4,3,2,3,4,,4,4,4,3,3,3,5,4,3,3,3,4,4,4,4,3,4,4,4,3,4,4,5,4,4,4,5,5,5,4,5,4,4,5,4,,2,,28,2,7,,Too lengthy
1032,2,4,4,2,4,,49,,4,,4,,2,,6,,2,,5,,4,,3,,4,,,2,5,Need of technological solutions to the global warming problem,1,,4,3,3,4,3,2,3,3,4,5,2,4,5,2,4,2,4,5,5,3,4,4,2,4,2,2,1,3,4,5,4,4,5,5,3,4,4,2,5,4,4,3,4,4,5,4,3,4,5,,1,3,3,2,2,3,4,5,4,3,4,2,4,2,2,2,5,4,4,2,4,3,4,5,5,3,1,4,3,4,5,3,2,2,4,,1,,12,1,7,,
1372408,2,4,4,6,4, ,47,,3,,3,,1,,2,,1,,5,,4,,2,,5,,,2,3,I am not sure about potential environmental impacts on site,2,,1,2,2,4,4,4,2,3,3,4,2,4,4,3,4,4,4,1,2,6,4,1,2,4,3,4,6,4,3,3,6,3,3,3,6,2,4,4,3,4,2,2,2,3,6,2,4,4,3,,2,2,4,3,3,3,3,5,4,3,3,3,2,6,3,4,2,5,4,3,4,1,5,2,1,4,5,5,4,5,5,4,2,3,4,,1,,25,2,7,,
1474,2,4,4,3,4,,49,,2,,3,,2,,2,,1,,5,,1,,2,,5,,,1,1,No idea what the potential impacts could be. It sounds like you propose to turn a chunk of the ocean floor into a giant solid block of concrete as if there is no ecosystem there to be disturbed.,9,This sounds like a project that completely disregards the fact that the bottom of the ocean is an active ecosystem. It should not be considered the next dumping ground for our waste just because its out of site and under-valued by the public. All systems on the globe are connected.,1,2,1,5,5,5,4,4,6,5,4,4,5,5,5,5,5,2,2,6,5,2,2,5,5,5,5,5,2,2,3,4,2,2,2,2,2,2,3,3,3,5,3,4,4,4,2,4,1,"The second set of questions ""importance to society"" are misleading since these things are important to society of course, but the questions assume that the technology works and doesn't allow for the fact that the negative consequences outweigh these potential (although so far unlikely) benefits. All of my positive answers reflect only that these things would be important to society if the technology worked without destroying the ocean ecosystems and by association, have an impact on a huge portion of the planet's ecosystems.",1,1,5,1,1,1,2,5,4,2,5,1,5,1,1,1,1,5,1,1,2,1,5,4,4,1,1,5,4,4,4,4,1,6,5,,2,,32,1,7,,
1049,2,4,5,3,3,I know there are various models that assume different levels of emissions and controls so your questions are hard to answer definitively. I think we need both natural and technological means of carbon and methane reduction ,47,,2,Damage to the environment would ensue,3,,2,,1,,2,,4,,4,,2,,5,,Maintaining and restoring forests is our best option ,1,2,Unknown long term impacts,5,,1,1,1,4,4,2,6,6,6,4,2,6,4,5,4,5,5,6,6,6,6,1,6,2,4,5,4,5,6,6,6,4,6,6,6,6,3,6,2,6,6,2,2,2,6,6,6,2,3,I favor protecting and enhancing natural means of carbon and methane capture ,2,3,2,4,4,4,4,5,5,3,3,6,3,6,2,2,3,4,3,5,5,2,5,4,5,2,1,5,5,5,5,4,2,3,4,,2,,54,1,7,,
880,2,4,4,1,4,,48,,4,,4,,2,,1,,2,,5,,4,,2,,4,,,5,4,n/a,2,,3,3,3,4,3,3,2,2,2,4,3,4,4,3,4,4,3,1,1,2,4,1,2,3,2,2,3,3,3,3,3,4,3,3,3,2,4,4,2,4,2,4,3,3,3,2,4,3,4,,4,2,4,4,4,4,3,5,3,3,2,3,3,2,3,2,3,4,5,2,4,3,2,4,3,3,1,4,5,4,5,4,3,2,4,,1,,30,3,7,,
1655,2,4,5,5,5,,51,,6,,6,,1,,6,,6,,5,,5,,1,,3,,,1,6,I dont know much about it. More research is needed,2,,2,2,2,2,2,2,5,5,3,2,2,2,2,4,4,4,4,5,5,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,,3,3,5,4,3,4,5,5,5,4,3,3,4,3,4,4,4,5,4,4,5,5,5,4,4,2,2,3,3,4,4,5,2,4,4,,1,,55,6,7,,
2614,2,2,4,3,4,,47,,5,,5,,1,,1,,1,,4,,5,,6,,4,,,5,4,"First, one must reduce the amount of transports needed by cars, trucks, ships, and planes and other CO2 emitting  activities in the society. Construction of Solid carbon projects (which are energy demanding) should not be used as an excuse for business as usual. ",2,,2,2,2,2,2,2,6,6,1,6,6,4,3,5,5,5,5,6,6,6,6,6,6,6,4,4,4,4,2,2,2,6,3,2,1,3,6,6,6,6,6,6,6,6,6,6,6,6,3,,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,1,5,2,1,3,2,5,6,4,3,1,5,3,5,5,5,2,4,4,,1,,45,2,7,,
3848,2,3,4,3,5,,49,,6,,2,,1,this could result in unforeseen negative changes in biodiversity and ecosystem functioning,2,Could be of very local significance,2,"The experiments with Fe fertilization of low productive ocean waters did not show an increase in the primary productivity. Adding N could change the balance of nutrients (N:P) ratio which might stimulate primary productivity but towards proliferation (blooms) of species that might disturb the natural  populations or be toxic with negative ecological consequences, e.g. this option should be very carefully considered ",5,,4,,6,,3,,,1,2,"Not sure about the negative effects on the ecosystem and the amount of investment needed, but a pilot experiment might be helpful",2,,4,4,3,4,6,6,4,4,6,5,3,4,4,4,4,4,4,3,3,6,4,6,2,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,,3,3,3,3,3,3,5,5,4,3,4,2,2,6,2,2,4,4,4,2,4,4,4,2,2,4,1,4,4,4,5,5,4,4,4,"I do hope humanity has realized our strong connection with nature and scientists and environmental organizations help in shaping environmental concerns among the society, but still, there is a long way to go. We need a strong political will and environmental legislation along with innovative nature-friendly solutions.",2,,51,6,7,,
2002,2,5,4,4,6,,49,,3,,3,,6,,6,,3,"Iron is often one of the nutrients limiting the growth of marine bacteria, especially the eterotrophic one. Are you sure that this strategy will not end up in the outgrowth of unwanted heterotroph with respect to the autotrophs? ",4,,3,,3,,3,,,1,4,aa,1,,1,1,1,3,3,6,5,5,6,6,2,6,2,3,3,6,1,4,5,6,2,2,6,6,2,1,6,2,3,3,3,2,3,3,3,3,3,3,4,5,4,3,5,5,5,5,5,5,4,n,3,3,4,4,4,4,4,4,4,6,4,4,6,6,4,4,3,3,3,6,2,4,4,3,4,3,1,2,2,4,5,2,2,3,5,,2,,35,1,7,,
